Instruction,Input,Output,materi,question_id,Template,correct_answer
Create a basic program in Python that takes in two numbers and calculates the product.,"int a = 5;
int b = 10;","def product(a, b):
 	return a * b
 
print(product(5, 10))",Introduction Python,6858,"def product(a, b):
 	return a * b
 
print(___))","product(5, 10"
Write a python program to repeatedly ask the user for a string and print the number of vowels in the string.,Example string: hello,"while True:
    s = input(""Enter a string: "")
    count = 0
    for i in s:
        if(i=='a' or i=='e' or i=='i' or i=='o' or i=='u'):
            count+=1
    print(""The number of vowels in the string:"", count)",Introduction Python,6860,"while True:
    s = input(""Enter a string: "")
    count = 0
    for i in s:
        if(i=='a' or i=='e' or i=='i' or i=='o' or i=='u'):
            count+=1
    print(___)","""The number of vowels in the string:"", count"
Create a Python script to compare two sets of data and print the differences.,"set1 = [1, 2, 3, 4, 5]
set2 = [2, 4, 6, 8, 10]","set1 = [1, 2, 3, 4, 5]
set2 = [2, 4, 6, 8, 10]

difference = []
for i in set1:
 if i not in set2:
 difference.append(i)
 
print(f""The difference between set1 and set2 is: {difference}"")",Introduction Python,6862,"set1 = [1, 2, 3, 4, 5]
set2 = [2, 4, 6, 8, 10]

difference = []
for i in set1:
 if i not in set2:
 difference.append(i)
 
print(___)","f""The difference between set1 and set2 is: {difference}"""
Write a Python program to allow a user to input a sentence and print the words in the sentence in reverse order.,This is my sentence.,"def reverse_words_in_sentence(sentence):
    words_list = sentence.split()
    words_list.reverse()
    reversed_sentence = "" "".join(words_list)
    return reversed_sentence

sentence = ""This is my sentence.""
result = reverse_words_in_sentence(sentence)
print(result)",Introduction Python,6865,"def reverse_words_in_sentence(sentence):
    words_list = sentence.split()
    words_list.reverse()
    reversed_sentence = "" "".join(words_list)
    return reversed_sentence

sentence = ""This is my sentence.""
result = reverse_words_in_sentence(sentence)
print(___)",result
"Given a list of strings, write a python program to sort the list alphabetically and print it.","strings = [""ada"", ""javascript"", ""c++"", ""python""]","strings = [""ada"", ""javascript"", ""c++"", ""python""]

strings.sort()

print(strings)
# Output: ['ada', 'c++', 'javascript', 'python']",Introduction Python,6878,"strings = [""ada"", ""javascript"", ""c++"", ""python""]

strings.sort()

print(___)
# Output: ['ada', 'c++', 'javascript', 'python']",strings
Generate a Python script to iterate through a list and print each element.,"lst = [""hello"", ""how"", ""are"", ""you""]","for item in lst:
  print(item)",Introduction Python,6906,"for item in lst:
  print(___)",item
Generate Python code to print out the number of times each character appears in a string.,string = 'mississippi',"from collections import Counter

string = 'mississippi'
c = Counter(string)
for char, count in c.most_common():
    print(f""{char}: {count}"")",Introduction Python,6914,"from collections import Counter

string = 'mississippi'
c = Counter(string)
for char, count in c.most_common():
    print(___)","f""{char}: {count}"""
"Given a list of numbers, create a Python script to print all the elements greater than 50.","[2, 60, 5, 4, 78, 32, 99]","nums = [2, 60, 5, 4, 78, 32, 99]

for num in nums:
    if num > 50:
        print(num)",Introduction Python,6970,"nums = [2, 60, 5, 4, 78, 32, 99]

for num in nums:
    if num > 50:
        print(___)",num
Edit this Python program to print a concatenated string of two given strings with a space between them?,"""Hello"" and ""World""","string1 = ""Hello""
string2 = ""World""

# Concatenate two strings
concatenated_string = string1 + "" "" + string2 

# Print the result
print(concatenated_string)",Introduction Python,6981,"string1 = ""Hello""
string2 = ""World""

# Concatenate two strings
concatenated_string = string1 + "" "" + string2 

# Print the result
print(___)",concatenated_string
Write a Python program to print out all even numbers in a given range.,"1, 10","def print_even_numbers(start, end):
    for i in range(start, end + 1):
        if i % 2 == 0:
            print(i)

if __name__ == '__main__':
    print_even_numbers(1, 10)

# Output
2
4
6
8
10",Introduction Python,7011,"def print_even_numbers(start, end):
    for i in range(start, end + 1):
        if i % 2 == 0:
            print(___)

if __name__ == '__main__':
    print_even_numbers(1, 10)

# Output
2
4
6
8
10",i
Write a code snippet in Python to print the last 3 characters of a given string,"string = ""Hello, World!""",print(string[-3:]),Introduction Python,7015,print(___),string[-3:]
Create a basic Python program that includes a function to find the greatest common divisor (GCD) of two numbers.,int num1 = 21; int num2 = 15,"def gcd(x, y): 
    while(y): 
        x, y = y, x % y 
  
    return x 
  
# Driver code
num1 = 21
num2 = 15
  
print(""The GCD is"", gcd(num1, num2))",Introduction Python,7038,"def gcd(x, y): 
    while(y): 
        x, y = y, x % y 
  
    return x 
  
# Driver code
num1 = 21
num2 = 15
  
print(___))","""The GCD is"", gcd(num1, num2"
Create a Python function to print every character in a given string.,"string = ""Hello World!""","# Python Function
def printChars(string): 
    # Iterate over the string 
    for i in range(len(string)):  
        print(string[i]) 
  
# Test
string = ""Hello World!""
printChars(string)",Introduction Python,7044,"# Python Function
def printChars(string): 
    # Iterate over the string 
    for i in range(len(string)):  
        print(___) 
  
# Test
string = ""Hello World!""
printChars(string)",string[i]
Write a basic web scraper in Python using the requests and BeautifulSoup libraries to extract the titles of articles from a given URL.,https://en.wikipedia.org/wiki/Python_(programming_language),"import requests
from bs4 import BeautifulSoup

url = 'https://en.wikipedia.org/wiki/Python_(programming_language)'
r = requests.get(url)
soup = BeautifulSoup(r.content, 'html.parser')

articles = soup.find_all('h1', class_='firstHeading')
for article in articles:
 print(article.text)",Introduction Python,7077,"import requests
from bs4 import BeautifulSoup

url = 'https://en.wikipedia.org/wiki/Python_(programming_language)'
r = requests.get(url)
soup = BeautifulSoup(r.content, 'html.parser')

articles = soup.find_all('h1', class_='firstHeading')
for article in articles:
 print(___)",article.text
Create a basic Python script that executes a calculation of the total cost of a purchase (price * quantity).,"price = 10
quantity = 3","#calculate the total
total_cost = price * quantity

#print the total
print(total_cost) # Output: 30",Introduction Python,7137,"#calculate the total
total_cost = price * quantity

#print the total
print(___) # Output: 30",total_cost
Create a program in Python to print the greatest of three numbers.,"2, 4, 3","def get_max(x, y, z):
    if (x > y) and (x > z):
        maximum = x
    elif (y > x) and (y > z):
        maximum = y
    else:
        maximum = z

    return maximum

result = get_max(2, 4, 3)
print(result)",Introduction Python,7139,"def get_max(x, y, z):
    if (x > y) and (x > z):
        maximum = x
    elif (y > x) and (y > z):
        maximum = y
    else:
        maximum = z

    return maximum

result = get_max(2, 4, 3)
print(___)",result
Optimize a given Python code to print the factorial of a number.,5,"def factorial(n): 
    factorial = 1
  
    for i in range(1, n+1): 
        factorial = factorial * i 
    print(factorial) 
  
number = 5
factorial(number)",Introduction Python,7151,"def factorial(n): 
    factorial = 1
  
    for i in range(1, n+1): 
        factorial = factorial * i 
    print(___) 
  
number = 5
factorial(number)",factorial
Write a Python program to extract all words from a sentence and print them.,The quick brown fox,"sentence = ""The quick brown fox""
words = sentence.split("" "")

for word in words:
 print(word)

# Output
# The
# quick
# brown
# fox",Introduction Python,7155,"sentence = ""The quick brown fox""
words = sentence.split("" "")

for word in words:
 print(___)

# Output
# The
# quick
# brown
# fox",word
Write Python code to print the following at the end of the code.,* * * * *,"for i in range(5):
    for j in range(5):
        print(""*"", end="" "")
    print()",Introduction Python,7178,"for i in range(5):
    for j in range(5):
        print(___)
    print()","""*"", end="" """
Write a Python program to process a list of numbers and print out the maximum and minimum values.,"[4, 19, -3, 27, -9, 5]","numbers = [4, 19, -3, 27, -9, 5]

max_num = max(numbers)
min_num = min(numbers)

print(""The maximum number in the list is {}"".format(max_num))
print(""The minimum number in the list is {}"".format(min_num))",Introduction Python,7232,"numbers = [4, 19, -3, 27, -9, 5]

max_num = max(numbers)
min_num = min(numbers)

print(___))
print(""The minimum number in the list is {}"".format(min_num))","""The maximum number in the list is {}"".format(max_num"
Design a Python program to print out all prime numbers in a range,Number Range between 1 and 10,"def is_prime(n):
    for i in range(2, n):
        if n%i == 0:
            return False
    return True

for num in range(1, 10):
    if is_prime(num):
        print(num)",Introduction Python,7289,"def is_prime(n):
    for i in range(2, n):
        if n%i == 0:
            return False
    return True

for num in range(1, 10):
    if is_prime(num):
        print(___)",num
Create a Python3 program to process a list of strings and print each string in uppercase.,"['this', 'is', 'a', 'list', 'of', 'strings']","list_of_strings = ['this', 'is', 'a', 'list', 'of', 'strings']

for string in list_of_strings:
    print(string.upper())",Introduction Python,7319,"list_of_strings = ['this', 'is', 'a', 'list', 'of', 'strings']

for string in list_of_strings:
    print(___))",string.upper(
Design a Python program to print all keywords in a given paragraph.,The best way to learn a programming language is to practice coding.,"text = ""The best way to learn a programming language is to practice coding.""
words = text.split()

keywords = [""for"", ""if"", ""while"", ""in"", ""range"", ""def"", ""import"", ""from"", ""as"", ""return""]

for word in words:
    if word in keywords:
        print(word)",Introduction Python,7339,"text = ""The best way to learn a programming language is to practice coding.""
words = text.split()

keywords = [""for"", ""if"", ""while"", ""in"", ""range"", ""def"", ""import"", ""from"", ""as"", ""return""]

for word in words:
    if word in keywords:
        print(___)",word
Write a function in Python to traverse a multi-dimensional array and print each item in the array.,"[[1,2,3], [4,5,6], [7,8,9]]","def traverse_array(arr): 
 if isinstance(arr, list) or isinstance(arr, tuple): 
 for item in arr:
 traverse_array(item)
 else:
 print(arr)

arr = [[1,2,3], [4,5,6], [7,8,9]] 
traverse_array(arr)",Introduction Python,7366,"def traverse_array(arr): 
 if isinstance(arr, list) or isinstance(arr, tuple): 
 for item in arr:
 traverse_array(item)
 else:
 print(___)

arr = [[1,2,3], [4,5,6], [7,8,9]] 
traverse_array(arr)",arr
Write a code snippet in Python to print Pascal’s triangle for a given value of n.,4,"def printPascalTriangle(n) : 
    for line in range(1, n + 1) : 
        C = 1 
        for i in range(1, line + 1) : 
            print(C, end = """") 
            C = int(C * (line - i) / i); 
        print("""") 

n = 4
printPascalTriangle(n)",Introduction Python,7458,"def printPascalTriangle(n) : 
    for line in range(1, n + 1) : 
        C = 1 
        for i in range(1, line + 1) : 
            print(___) 
            C = int(C * (line - i) / i); 
        print("""") 

n = 4
printPascalTriangle(n)","C, end = """""
Create a basic Python script that computes the sum of two variables and stores the result in a third variable.,"x = 5
y = 8","# compute the sum of x and y
result = x + y

# store the result in a third variable
z = result

#print the result
print(z) # Output: 13",Introduction Python,7464,"# compute the sum of x and y
result = x + y

# store the result in a third variable
z = result

#print the result
print(___) # Output: 13",z
